w1 w2 q a
сын_NOUN дочь_NOUN внук_NOUN внучка_NOUN
сын_NOUN дочь_NOUN жених_NOUN невеста_NOUN
сын_NOUN дочь_NOUN он_PRON она_PRON
сын_NOUN дочь_NOUN муж_NOUN жена_NOUN
сын_NOUN дочь_NOUN король_NOUN королева_NOUN
сын_NOUN дочь_NOUN мужчина_NOUN женщина_NOUN
сын_NOUN дочь_NOUN племянник_NOUN племянница_NOUN
сын_NOUN дочь_NOUN принц_NOUN принцесса_NOUN
тесть_NOUN теща_NOUN отчим_NOUN мачеха_NOUN
тесть_NOUN теща_NOUN пасынок_NOUN падчерица_NOUN
тесть_NOUN теща_NOUN дядя_NOUN тетя_NOUN
тесть_NOUN теща_NOUN мальчик_NOUN девочка_NOUN
тесть_NOUN теща_NOUN брат_NOUN сестра_NOUN
тесть_NOUN теща_NOUN папа_NOUN мама_NOUN
тесть_NOUN теща_NOUN отец_NOUN мать_NOUN
тесть_NOUN теща_NOUN дед_NOUN бабка_NOUN
тесть_NOUN теща_NOUN дедушка_NOUN бабушка_NOUN
тесть_NOUN теща_NOUN внук_NOUN внучка_NOUN
тесть_NOUN теща_NOUN жених_NOUN невеста_NOUN
тесть_NOUN теща_NOUN он_PRON она_PRON
тесть_NOUN теща_NOUN муж_NOUN жена_NOUN
тесть_NOUN теща_NOUN король_NOUN королева_NOUN
тесть_NOUN теща_NOUN мужчина_NOUN женщина_NOUN
тесть_NOUN теща_NOUN племянник_NOUN племянница_NOUN
тесть_NOUN теща_NOUN принц_NOUN принцесса_NOUN
тесть_NOUN теща_NOUN сын_NOUN дочь_NOUN
отчим_NOUN мачеха_NOUN пасынок_NOUN падчерица_NOUN
отчим_NOUN мачеха_NOUN дядя_NOUN тетя_NOUN
отчим_NOUN мачеха_NOUN мальчик_NOUN девочка_NOUN
отчим_NOUN мачеха_NOUN брат_NOUN сестра_NOUN
отчим_NOUN мачеха_NOUN папа_NOUN мама_NOUN
отчим_NOUN мачеха_NOUN отец_NOUN мать_NOUN
отчим_NOUN мачеха_NOUN дед_NOUN бабка_NOUN
отчим_NOUN мачеха_NOUN дедушка_NOUN бабушка_NOUN
отчим_NOUN мачеха_NOUN внук_NOUN внучка_NOUN
отчим_NOUN мачеха_NOUN жених_NOUN невеста_NOUN
отчим_NOUN мачеха_NOUN он_PRON она_PRON
отчим_NOUN мачеха_NOUN муж_NOUN жена_NOUN
отчим_NOUN мачеха_NOUN король_NOUN королева_NOUN
отчим_NOUN мачеха_NOUN мужчина_NOUN женщина_NOUN
отчим_NOUN мачеха_NOUN племянник_NOUN племянница_NOUN
отчим_NOUN мачеха_NOUN принц_NOUN принцесса_NOUN
отчим_NOUN мачеха_NOUN сын_NOUN дочь_NOUN
отчим_NOUN мачеха_NOUN тесть_NOUN теща_NOUN
пасынок_NOUN падчерица_NOUN дядя_NOUN тетя_NOUN
пасынок_NOUN падчерица_NOUN мальчик_NOUN девочка_NOUN
пасынок_NOUN падчерица_NOUN брат_NOUN сестра_NOUN
пасынок_NOUN падчерица_NOUN папа_NOUN мама_NOUN
пасынок_NOUN падчерица_NOUN отец_NOUN мать_NOUN
пасынок_NOUN падчерица_NOUN дед_NOUN бабка_NOUN
пасынок_NOUN падчерица_NOUN дедушка_NOUN бабушка_NOUN
пасынок_NOUN падчерица_NOUN внук_NOUN внучка_NOUN
пасынок_NOUN падчерица_NOUN жених_NOUN невеста_NOUN
пасынок_NOUN падчерица_NOUN он_PRON она_PRON
пасынок_NOUN падчерица_NOUN муж_NOUN жена_NOUN
пасынок_NOUN падчерица_NOUN король_NOUN королева_NOUN
пасынок_NOUN падчерица_NOUN мужчина_NOUN женщина_NOUN
пасынок_NOUN падчерица_NOUN племянник_NOUN племянница_NOUN
пасынок_NOUN падчерица_NOUN принц_NOUN принцесса_NOUN
пасынок_NOUN падчерица_NOUN сын_NOUN дочь_NOUN
пасынок_NOUN падчерица_NOUN тесть_NOUN теща_NOUN
пасынок_NOUN падчерица_NOUN отчим_NOUN мачеха_NOUN
дядя_NOUN тетя_NOUN мальчик_NOUN девочка_NOUN
дядя_NOUN тетя_NOUN брат_NOUN сестра_NOUN
дядя_NOUN тетя_NOUN папа_NOUN мама_NOUN
дядя_NOUN тетя_NOUN отец_NOUN мать_NOUN
дядя_NOUN тетя_NOUN дед_NOUN бабка_NOUN
дядя_NOUN тетя_NOUN дедушка_NOUN бабушка_NOUN
дядя_NOUN тетя_NOUN внук_NOUN внучка_NOUN
дядя_NOUN тетя_NOUN жених_NOUN невеста_NOUN
дядя_NOUN тетя_NOUN он_PRON она_PRON
дядя_NOUN тетя_NOUN муж_NOUN жена_NOUN
дядя_NOUN тетя_NOUN король_NOUN королева_NOUN
дядя_NOUN тетя_NOUN мужчина_NOUN женщина_NOUN
дядя_NOUN тетя_NOUN племянник_NOUN племянница_NOUN
дядя_NOUN тетя_NOUN принц_NOUN принцесса_NOUN
дядя_NOUN тетя_NOUN сын_NOUN дочь_NOUN
дядя_NOUN тетя_NOUN тесть_NOUN теща_NOUN
дядя_NOUN тетя_NOUN отчим_NOUN мачеха_NOUN
дядя_NOUN тетя_NOUN пасынок_NOUN падчерица_NOUN
удивительный_ADJ удивительно_ADV очевидный_ADJ очевидно_ADV
удивительный_ADJ удивительно_ADV спокойный_ADJ спокойно_ADV
удивительный_ADJ удивительно_ADV веселый_ADJ весело_ADV
удивительный_ADJ удивительно_ADV страшный_ADJ страшно_ADV
удивительный_ADJ удивительно_ADV эффективный_ADJ эффективно_ADV
удивительный_ADJ удивительно_ADV красивый_ADJ красиво_ADV
удивительный_ADJ удивительно_ADV свободный_ADJ свободно_ADV
удивительный_ADJ удивительно_ADV яростный_ADJ яростно_ADV
удивительный_ADJ удивительно_ADV счастливый_ADJ счастливо_ADV
удивительный_ADJ удивительно_ADV непосредственный_ADJ непосредственно_ADV
удивительный_ADJ удивительно_ADV удачный_ADJ удачно_ADV
удивительный_ADJ удивительно_ADV очевидный_ADJ очевидно_ADV
удивительный_ADJ удивительно_ADV случайный_ADJ случайно_ADV
удивительный_ADJ удивительно_ADV возможный_ADJ возможно_ADV
удивительный_ADJ удивительно_ADV точный_ADJ точно_ADV
удивительный_ADJ удивительно_ADV профессиональный_ADJ профессионально_ADV
удивительный_ADJ удивительно_ADV быстрый_ADJ быстро_ADV
удивительный_ADJ удивительно_ADV тихий_ADJ тихо_ADV
удивительный_ADJ удивительно_ADV быстрый_ADJ быстро_ADV
удивительный_ADJ удивительно_ADV редкий_ADJ редко_ADV
удивительный_ADJ удивительно_ADV безопасный_ADJ безопасно_ADV
удивительный_ADJ удивительно_ADV серьезный_ADJ серьезно_ADV
удивительный_ADJ удивительно_ADV медленный_ADJ медленно_ADV
удивительный_ADJ удивительно_ADV внезапный_ADJ внезапно_ADV
удивительный_ADJ удивительно_ADV стремительный_ADJ стремительно_ADV
удивительный_ADJ удивительно_ADV типичный_ADJ типично_ADV
удивительный_ADJ удивительно_ADV обычный_ADJ обычно_ADV
очевидный_ADJ очевидно_ADV спокойный_ADJ спокойно_ADV
очевидный_ADJ очевидно_ADV веселый_ADJ весело_ADV
очевидный_ADJ очевидно_ADV страшный_ADJ страшно_ADV
очевидный_ADJ очевидно_ADV эффективный_ADJ эффективно_ADV
очевидный_ADJ очевидно_ADV красивый_ADJ красиво_ADV
очевидный_ADJ очевидно_ADV свободный_ADJ свободно_ADV
очевидный_ADJ очевидно_ADV яростный_ADJ яростно_ADV
очевидный_ADJ очевидно_ADV счастливый_ADJ счастливо_ADV
очевидный_ADJ очевидно_ADV непосредственный_ADJ непосредственно_ADV
очевидный_ADJ очевидно_ADV удачный_ADJ удачно_ADV
очевидный_ADJ очевидно_ADV очевидный_ADJ очевидно_ADV
очевидный_ADJ очевидно_ADV случайный_ADJ случайно_ADV
очевидный_ADJ очевидно_ADV возможный_ADJ возможно_ADV
очевидный_ADJ очевидно_ADV точный_ADJ точно_ADV
очевидный_ADJ очевидно_ADV профессиональный_ADJ профессионально_ADV
очевидный_ADJ очевидно_ADV быстрый_ADJ быстро_ADV
очевидный_ADJ очевидно_ADV тихий_ADJ тихо_ADV
очевидный_ADJ очевидно_ADV быстрый_ADJ быстро_ADV
очевидный_ADJ очевидно_ADV редкий_ADJ редко_ADV
очевидный_ADJ очевидно_ADV безопасный_ADJ безопасно_ADV
очевидный_ADJ очевидно_ADV серьезный_ADJ серьезно_ADV
очевидный_ADJ очевидно_ADV медленный_ADJ медленно_ADV
очевидный_ADJ очевидно_ADV внезапный_ADJ внезапно_ADV
очевидный_ADJ очевидно_ADV стремительный_ADJ стремительно_ADV
очевидный_ADJ очевидно_ADV типичный_ADJ типично_ADV
очевидный_ADJ очевидно_ADV обычный_ADJ обычно_ADV
очевидный_ADJ очевидно_ADV удивительный_ADJ удивительно_ADV
спокойный_ADJ спокойно_ADV веселый_ADJ весело_ADV
спокойный_ADJ спокойно_ADV страшный_ADJ страшно_ADV
спокойный_ADJ спокойно_ADV эффективный_ADJ эффективно_ADV
спокойный_ADJ спокойно_ADV красивый_ADJ красиво_ADV
спокойный_ADJ спокойно_ADV свободный_ADJ свободно_ADV
спокойный_ADJ спокойно_ADV яростный_ADJ яростно_ADV
спокойный_ADJ спокойно_ADV счастливый_ADJ счастливо_ADV
спокойный_ADJ спокойно_ADV непосредственный_ADJ непосредственно_ADV
спокойный_ADJ спокойно_ADV удачный_ADJ удачно_ADV
спокойный_ADJ спокойно_ADV очевидный_ADJ очевидно_ADV
спокойный_ADJ спокойно_ADV случайный_ADJ случайно_ADV
спокойный_ADJ спокойно_ADV возможный_ADJ возможно_ADV
спокойный_ADJ спокойно_ADV точный_ADJ точно_ADV
спокойный_ADJ спокойно_ADV профессиональный_ADJ профессионально_ADV
спокойный_ADJ спокойно_ADV быстрый_ADJ быстро_ADV
спокойный_ADJ спокойно_ADV тихий_ADJ тихо_ADV
спокойный_ADJ спокойно_ADV быстрый_ADJ быстро_ADV
спокойный_ADJ спокойно_ADV редкий_ADJ редко_ADV
спокойный_ADJ спокойно_ADV безопасный_ADJ безопасно_ADV
спокойный_ADJ спокойно_ADV серьезный_ADJ серьезно_ADV
спокойный_ADJ спокойно_ADV медленный_ADJ медленно_ADV
спокойный_ADJ спокойно_ADV внезапный_ADJ внезапно_ADV
спокойный_ADJ спокойно_ADV стремительный_ADJ стремительно_ADV
спокойный_ADJ спокойно_ADV типичный_ADJ типично_ADV
спокойный_ADJ спокойно_ADV обычный_ADJ обычно_ADV
спокойный_ADJ спокойно_ADV удивительный_ADJ удивительно_ADV
спокойный_ADJ спокойно_ADV очевидный_ADJ очевидно_ADV
веселый_ADJ весело_ADV страшный_ADJ страшно_ADV
веселый_ADJ весело_ADV эффективный_ADJ эффективно_ADV
веселый_ADJ весело_ADV удачный_ADJ удачно_ADV
веселый_ADJ весело_ADV свободный_ADJ свободно_ADV
веселый_ADJ весело_ADV яростный_ADJ яростно_ADV
веселый_ADJ весело_ADV счастливый_ADJ счастливо_ADV
веселый_ADJ весело_ADV непосредственный_ADJ непосредственно_ADV
веселый_ADJ весело_ADV красивый_ADJ красиво_ADV
веселый_ADJ весело_ADV очевидный_ADJ очевидно_ADV
веселый_ADJ весело_ADV случайный_ADJ случайно_ADV
веселый_ADJ весело_ADV возможный_ADJ возможно_ADV
веселый_ADJ весело_ADV точный_ADJ точно_ADV
веселый_ADJ весело_ADV профессиональный_ADJ профессионально_ADV
веселый_ADJ весело_ADV быстрый_ADJ быстро_ADV
веселый_ADJ весело_ADV тихий_ADJ тихо_ADV
веселый_ADJ весело_ADV быстрый_ADJ быстро_ADV
веселый_ADJ весело_ADV редкий_ADJ редко_ADV
веселый_ADJ весело_ADV безопасный_ADJ безопасно_ADV
веселый_ADJ весело_ADV серьезный_ADJ серьезно_ADV
веселый_ADJ весело_ADV медленный_ADJ медленно_ADV
веселый_ADJ весело_ADV внезапный_ADJ внезапно_ADV
